Precursor index,classification, rSAM present,rSAM distance <2000,rSAM distance <1000,rSAM distance >5000,ansme evalue,ansme_score,ansme score >40,ansme score >100,sulfatase present,HexxH domain present,precuror retrieved by Wpr RRE,precursor length <70,precursor length <90,precursor length >110,precursor length >200,1 cys,2 cys,3+ cys,>2 cyclophane motifs,Number of cyclophane motifs,Percent Aromatic,Triceptide precursor hmms,precursor no hmm match,rgg/shp,synergy,common transporter,rsam hmm,Inferred gene,fimo motif 1, motif 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,number of motifs present, occurances of 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,rSAM distance,precursor length,core charge,precursor charge,last_third charge,abs(core charge),abs(precursor charge),abs(last third charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,LAST THIRD COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
493,0,1,1,0,0,1.4e-37,36.85387196432176,0,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1755,211,2,1,2,2,1,2,13,12,8,0,0,2,4,8,2,0,17,0,1,1,14,3,10,2,2,7,0.12264150943396226,0.11320754716981132,0.075471698,0,0,0.018867924528301886,0.037735849,0.075471698,0.018867924528301886,0,0.16037735849056603,0,0.009433962,0.009433962,0.1320754716981132,0.028301887,0.094339623,0.018867924528301886,0.018867924528301886,0.066037736,5,12,12,24,46,13,7.343165779,32,25,19,0,0,3,11,14,5,2,35,1,2,3,22,6,10,3,3,15,0.15165876777251186,0.11848341232227488,0.090047393,0,0,0.014218009478672985,0.052132701421800945,0.066350711,0.023696682464454975,0.009478673,0.16587677725118483,0.004739336,0.009478673,0.014218009478672985,0.10426540284360189,0.028436019,0.047393365,0.014218009478672985,0.014218009478672985,0.071090047,9,30,26,56,100,16,5.749230003356933,12,8,5,0,0,1,4,3,2,0,11,0,1,1,8,0,7,2,1,4,0.17142857142857143,0.11428571428571428,0.071428571,0,0,0.014285714285714285,0.057142857,0.042857143,0.028571429,0,0.15714285714285714,0,0.014285714285714285,0.014285714285714285,0.11428571428571428,0,0.1,0.028571429,0.014285714285714285,0.057142857,4,9,8,17,31,7,6.073098564147949
494,0,1,0,0,1,5.1e-39,38.29242982390206,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
495,0,1,0,0,1,5.1e-39,38.29242982390206,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8599,66,0,3,0,0,3,0,4,3,2,2,0,1,3,2,1,2,3,1,1,3,2,2,0,0,0,1,0.12121212121212122,0.090909091,0.060606061,0.060606061,0,0.030303030303030304,0.090909091,0.060606061,0.030303030303030304,0.060606061,0.090909091,0.030303030303030304,0.030303030303030304,0.090909091,0.060606061,0.060606061,0,0,0,0.030303030303030304,3,5,4,9,13,2,5.558989906311035,7,6,3,2,0,5,5,5,2,2,6,3,2,3,2,3,3,2,0,5,0.10606060606060606,0.090909091,0.045454545454545456,0.030303030303030304,0,0.075757576,0.075757576,0.075757576,0.030303030303030304,0.030303030303030304,0.090909091,0.045454545454545456,0.030303030303030304,0.045454545454545456,0.030303030303030304,0.045454545454545456,0.045454545454545456,0.030303030303030304,0,0.075757576,5,8,9,17,27,6,8.293422508239747,3,2,2,0,0,1,2,2,1,2,2,0,1,1,2,1,0,0,0,0,0.13636363636363635,0.090909091,0.090909091,0,0,0.045454545454545456,0.090909091,0.090909091,0.045454545454545456,0.090909091,0.090909091,0,0.045454545454545456,0.045454545454545456,0.090909091,0.045454545454545456,0,0,0,0,1,4,2,6,10,1,4.751421546936036
496,0,1,0,0,1,5.1e-39,38.29242982390206,0,0,0,1,0,0,0,1,1,0,0,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,263,1,4,1,1,4,1,15,7,8,4,5,4,7,11,4,5,9,5,3,5,2,12,14,1,3,8,0.11363636363636363,0.053030303,0.060606061,0.030303030303030304,0.037878788,0.030303030303030304,0.053030303,0.083333333,0.030303030303030304,0.037878788,0.068181818,0.037878788,0.022727272727272728,0.037878788,0.015151515151515152,0.090909091,0.10606060606060606,0.007575758,0.022727272727272728,0.060606061,9,15,12,27,51,26,5.748093223571778,36,18,15,5,12,10,15,19,8,9,23,8,5,8,4,24,22,2,8,12,0.13688212927756654,0.068441065,0.057034220532319393,0.019011406844106463,0.045627376425855515,0.038022814,0.057034220532319393,0.072243346,0.030418250950570342,0.034220532319391636,0.087452471,0.030418250950570342,0.019011406844106463,0.030418250950570342,0.015209125475285171,0.091254753,0.08365019,0.007604563,0.030418250950570342,0.045627376425855515,18,30,26,56,104,46,6.063663291931152,14,6,5,2,4,0,3,6,0,4,8,4,2,2,1,11,9,1,2,3,0.16091954022988506,0.068965517,0.057471264,0.022988505747126436,0.045977011,0,0.034482758620689655,0.068965517,0,0.045977011,0.091954023,0.045977011,0.022988505747126436,0.022988505747126436,0.011494252873563218,0.12643678160919541,0.10344827586206896,0.011494252873563218,0.022988505747126436,0.034482758620689655,5,8,10,18,37,20,8.475416755676271
497,0,1,0,0,1,5.1e-39,38.29242982390206,0,0,0,1,0,0,0,1,1,0,1,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6855,224,2,-8,2,2,8,2,11,8,6,2,1,4,6,8,0,6,12,6,3,5,7,9,7,3,2,6,0.098214286,0.071428571,0.053571429,0.017857142857142856,0.008928571,0.035714286,0.053571429,0.071428571,0,0.053571429,0.10714285714285714,0.053571429,0.026785714285714284,0.044642857142857144,0.0625,0.080357143,0.0625,0.026785714285714284,0.017857142857142856,0.053571429,10,12,14,26,46,16,8.911094093322756,24,15,15,4,2,9,17,16,1,13,22,8,8,9,11,14,12,3,3,18,0.10714285714285714,0.066964286,0.066964286,0.017857142857142856,0.008928571,0.040178571,0.075892857,0.071428571,0.004464286,0.058035714,0.098214286,0.035714286,0.035714286,0.040178571,0.049107142857142856,0.0625,0.053571429,0.013392857142857142,0.013392857142857142,0.080357143,15,32,23,55,101,26,4.762334632873535,9,4,1,2,0,2,4,6,0,4,11,5,1,4,5,7,4,2,0,3,0.12162162162162163,0.054054054,0.013513513513513514,0.027027027,0,0.027027027,0.054054054,0.081081081,0,0.054054054,0.14864864864864866,0.067567568,0.013513513513513514,0.054054054,0.067567568,0.094594595,0.054054054,0.027027027,0,0.040540541,6,5,9,14,34,11,10.156945610046385
498,0,1,1,1,0,5.1e-39,38.29242982390206,0,0,0,1,0,0,0,1,0,0,1,0,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,954,162,8,19,8,8,19,8,13,6,4,3,2,5,3,3,5,4,3,4,2,4,4,7,3,1,1,4,0.16049382716049382,0.074074074,0.049382716,0.037037037037037035,0.024691358024691357,0.061728395,0.037037037037037035,0.037037037037037035,0.061728395,0.049382716,0.037037037037037035,0.049382716,0.024691358024691357,0.049382716,0.049382716,0.086419753,0.037037037037037035,0.012345679012345678,0.012345679012345678,0.049382716,6,7,10,17,29,10,9.240205192565917,23,14,6,4,2,6,8,13,8,8,6,11,4,5,13,10,8,2,2,9,0.1419753086419753,0.086419753,0.037037037037037035,0.024691358024691357,0.012345679012345678,0.037037037037037035,0.049382716,0.080246914,0.049382716,0.049382716,0.037037037037037035,0.067901235,0.024691358024691357,0.030864197530864196,0.080246914,0.061728395,0.049382716,0.012345679012345678,0.012345679012345678,0.055555556,9,14,25,39,63,18,10.191178321838382,11,3,4,2,0,2,2,1,3,3,1,4,2,2,3,5,2,1,0,3,0.2037037037037037,0.055555556,0.074074074,0.037037037037037035,0,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.055555556,0.055555556,0.018518518518518517,0.074074074,0.037037037037037035,0.037037037037037035,0.055555556,0.092592593,0.037037037037037035,0.018518518518518517,0,0.055555556,3,6,7,13,21,7,8.539562797546388
499,0,1,0,0,0,5.1e-39,38.29242982390206,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3583,42,0,2,0,0,2,0,2,1,0,0,0,0,1,8,0,0,3,0,0,0,1,1,0,0,0,4,0.095238095,0.047619047619047616,0,0,0,0,0.047619047619047616,0.38095238095238093,0,0,0.14285714285714285,0,0,0,0.047619047619047616,0.047619047619047616,0,0,0,0.19047619047619047,0,1,1,2,17,1,5.718423271,4,3,0,0,0,2,1,10,0,1,4,0,1,1,2,5,2,0,2,4,0.095238095,0.071428571,0,0,0,0.047619047619047616,0.023809523809523808,0.23809523809523808,0,0.023809523809523808,0.095238095,0,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.11904761904761904,0.047619047619047616,0,0.047619047619047616,0.095238095,3,1,3,4,24,7,9.976434135437014,1,1,0,0,0,0,1,4,0,0,3,0,0,0,1,0,0,0,0,3,0.071428571,0.071428571,0,0,0,0,0.071428571,0.2857142857142857,0,0,0.21428571428571427,0,0,0,0.071428571,0,0,0,0,0.21428571428571427,0,1,1,2,11,0,6.431184196472167
500,0,1,0,0,1,7.2e-39,38.14266750356873,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7998,56,-1,0,-1,1,0,1,5,0,1,0,0,0,1,4,0,1,4,1,0,2,0,5,1,0,0,3,0.17857142857142858,0,0.035714286,0,0,0,0.035714286,0.14285714285714285,0,0.035714286,0.14285714285714285,0.035714286,0,0.071428571,0,0.17857142857142858,0.035714286,0,0,0.10714285714285714,2,2,1,3,17,6,4.370372963,7,0,2,1,0,1,1,7,0,3,6,3,1,5,1,8,4,0,0,6,0.125,0,0.035714286,0.017857142857142856,0,0.017857142857142856,0.017857142857142856,0.125,0,0.053571429,0.10714285714285714,0.053571429,0.017857142857142856,0.089285714,0.017857142857142856,0.14285714285714285,0.071428571,0,0,0.10714285714285714,5,3,3,6,30,12,5.876378822,2,0,0,0,0,0,1,3,0,1,2,1,0,1,0,4,1,0,0,3,0.10526315789473684,0,0,0,0,0,0.052631579,0.15789473684210525,0,0.052631579,0.10526315789473684,0.052631579,0,0.052631579,0,0.21052631578947367,0.052631579,0,0,0.15789473684210525,1,1,1,2,11,5,6.046100044250489
501,0,1,0,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4044,168,9,9,9,9,9,9,17,12,2,2,0,6,6,6,3,3,11,2,0,0,4,2,3,0,0,5,0.20238095238095238,0.14285714285714285,0.023809523809523808,0.023809523809523808,0,0.071428571,0.071428571,0.071428571,0.035714286,0.035714286,0.13095238095238096,0.023809523809523808,0,0,0.047619047619047616,0.023809523809523808,0.035714286,0,0,0.05952381,0,8,14,22,42,5,11.533796882629396,30,21,9,2,1,10,9,11,3,5,20,3,2,4,6,7,8,3,3,11,0.17857142857142858,0.125,0.053571429,0.011904761904761904,0.005952381,0.05952381,0.053571429,0.06547619,0.017857142857142856,0.029761905,0.11904761904761904,0.017857142857142856,0.011904761904761904,0.023809523809523808,0.035714286,0.041666666666666664,0.047619047619047616,0.017857142857142856,0.017857142857142856,0.06547619,10,18,24,42,79,15,10.212968635559083,12,6,2,2,0,5,3,2,3,2,8,1,0,0,3,2,2,0,0,3,0.21428571428571427,0.10714285714285714,0.035714286,0.035714286,0,0.089285714,0.053571429,0.035714286,0.053571429,0.035714286,0.14285714285714285,0.017857142857142856,0,0,0.053571429,0.035714286,0.035714286,0,0,0.053571429,0,5,7,12,27,4,10.56799602508545
502,0,1,1,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,1,0,1,0,1,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,259,2,-2,2,2,2,2,22,6,4,3,2,4,7,14,4,11,9,3,2,3,5,5,8,2,2,14,0.16923076923076924,0.046153846153846156,0.030769231,0.023076923076923078,0.015384615384615385,0.030769231,0.053846154,0.1076923076923077,0.030769231,0.084615385,0.069230769,0.023076923076923078,0.015384615384615385,0.023076923076923078,0.038461538461538464,0.038461538461538464,0.061538462,0.015384615384615385,0.015384615384615385,0.1076923076923077,7,11,9,20,72,13,6.028252601623534,50,17,14,6,2,9,14,27,5,17,24,4,4,9,8,6,14,2,2,25,0.19305019305019305,0.065637066,0.054054054,0.023166023166023165,0.007722008,0.034749035,0.054054054,0.10424710424710425,0.019305019305019305,0.065637066,0.092664093,0.015444015444015444,0.015444015444015444,0.034749035,0.030888031,0.023166023166023165,0.054054054,0.007722008,0.007722008,0.096525097,13,28,21,49,147,20,5.244897651672362,13,5,4,2,1,1,6,8,3,6,6,1,0,3,4,2,7,2,0,12,0.1511627906976744,0.058139535,0.046511627906976744,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.069767442,0.093023256,0.034883721,0.069767442,0.069767442,0.011627906976744186,0,0.034883721,0.046511627906976744,0.023255813953488372,0.081395349,0.023255813953488372,0,0.13953488372093023,5,10,6,16,45,9,5.123773765563963
503,0,1,1,1,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,204,0,-2,0,0,2,0,15,5,9,1,2,2,2,10,1,7,14,5,1,3,3,4,12,0,2,4,0.14705882352941177,0.049019607843137254,0.088235294,0.009803922,0.019607843,0.019607843,0.019607843,0.098039216,0.009803922,0.068627451,0.13725490196078433,0.049019607843137254,0.009803922,0.029411764705882353,0.029411764705882353,0.039215686,0.11764705882352941,0,0.019607843,0.039215686,5,11,10,21,51,16,5.660220146179199,24,17,20,3,6,2,8,17,2,13,23,7,2,7,7,9,19,2,2,14,0.11764705882352941,0.083333333,0.098039216,0.014705882352941176,0.029411764705882353,0.009803922,0.039215686,0.083333333,0.009803922,0.06372549,0.11274509803921569,0.034313725,0.009803922,0.034313725,0.034313725,0.044117647,0.093137255,0.009803922,0.009803922,0.068627451,11,28,24,52,93,28,5.244215583801269,10,4,6,1,1,2,2,7,1,4,11,3,0,2,2,2,8,0,0,2,0.14705882352941177,0.058823529411764705,0.088235294,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.029411764705882353,0.10294117647058823,0.014705882352941176,0.058823529411764705,0.16176470588235295,0.044117647,0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.11764705882352941,0,0,0.029411764705882353,2,8,7,15,34,10,5.564275932312011
504,0,1,1,1,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,1,0,1,0,1,10,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,898,295,-6,-5,-6,6,5,6,21,6,9,4,1,6,10,10,7,6,13,0,6,2,15,5,8,4,5,10,0.14189189189189189,0.040540541,0.060810810810810814,0.027027027,0.006756757,0.040540541,0.067567568,0.067567568,0.047297297,0.040540541,0.087837838,0,0.040540541,0.013513513513513514,0.10135135135135136,0.033783783783783786,0.054054054,0.027027027,0.033783783783783786,0.067567568,11,19,6,25,66,13,4.592386054992676,36,18,18,5,2,16,18,25,10,9,29,3,8,4,21,15,21,10,6,21,0.12203389830508475,0.061016949152542375,0.061016949152542375,0.016949153,0.006779661,0.054237288,0.061016949152542375,0.084745763,0.033898305,0.030508474576271188,0.098305085,0.010169491525423728,0.027118644,0.013559322033898305,0.071186441,0.050847458,0.071186441,0.033898305,0.020338983050847456,0.071186441,20,36,21,57,128,36,4.988440132141112,15,5,6,3,1,4,4,7,4,2,9,0,6,0,10,3,5,3,4,7,0.15306122448979592,0.051020408,0.061224489795918366,0.030612244897959183,0.010204082,0.040816327,0.040816327,0.071428571,0.040816327,0.020408163,0.091836735,0,0.061224489795918366,0,0.10204081632653061,0.030612244897959183,0.051020408,0.030612244897959183,0.040816327,0.071428571,7,10,5,15,46,8,5.037378502
505,0,1,1,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,1,0,1,0,1,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1944,294,9,10,9,9,10,9,19,17,8,0,0,1,8,19,7,6,15,1,3,8,8,5,10,2,2,8,0.1292517006802721,0.11564625850340136,0.054421769,0,0,0.006802721,0.054421769,0.1292517006802721,0.047619047619047616,0.040816327,0.10204081632653061,0.006802721,0.020408163,0.054421769,0.054421769,0.034013605442176874,0.068027211,0.013605442176870748,0.013605442176870748,0.054421769,12,16,18,34,70,15,9.654027748,35,31,17,1,2,2,15,32,8,11,33,3,7,12,25,9,18,4,8,21,0.11904761904761904,0.1054421768707483,0.057823129,0.003401361,0.006802721,0.006802721,0.051020408,0.10884353741496598,0.027210884353741496,0.037414966,0.11224489795918367,0.010204082,0.023809523809523808,0.040816327,0.085034014,0.030612244897959183,0.061224489795918366,0.013605442176870748,0.027210884353741496,0.071428571,24,32,34,66,139,27,8.620857429504397,12,13,5,0,0,1,5,12,5,4,7,1,1,8,7,2,7,2,2,4,0.12244897959183673,0.1326530612244898,0.051020408,0,0,0.010204082,0.051020408,0.12244897959183673,0.051020408,0.040816327,0.071428571,0.010204082,0.010204082,0.081632653,0.071428571,0.020408163,0.071428571,0.020408163,0.020408163,0.040816327,12,10,14,24,40,9,10.647292137145996
506,0,1,0,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2893,193,-1,-6,-1,1,6,1,14,7,9,0,0,4,5,11,4,2,7,2,2,4,4,3,0,1,2,16,0.14432989690721648,0.072164948,0.092783505,0,0,0.041237113402061855,0.051546392,0.1134020618556701,0.041237113402061855,0.020618556701030927,0.072164948,0.020618556701030927,0.020618556701030927,0.041237113402061855,0.041237113402061855,0.030927835051546393,0,0.010309278350515464,0.020618556701030927,0.16494845360824742,7,14,9,23,52,3,5.150033378601074,16,10,21,2,0,7,7,23,8,7,11,4,5,7,13,9,6,4,4,29,0.082901554,0.051813472,0.10880829015544041,0.010362694300518135,0,0.03626943,0.03626943,0.11917098445595854,0.041450777,0.03626943,0.056994819,0.020725389,0.025906735751295335,0.03626943,0.067357513,0.046632124352331605,0.031088082901554404,0.020725389,0.020725389,0.15025906735751296,15,28,14,42,91,15,4.701914787292479,7,6,6,0,0,3,1,8,3,1,6,1,1,2,2,3,0,0,2,12,0.109375,0.09375,0.09375,0,0,0.046875,0.015625,0.125,0.046875,0.015625,0.09375,0.015625,0.015625,0.03125,0.03125,0.046875,0,0,0.03125,0.1875,4,7,7,14,35,3,7.068235588
507,0,1,0,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3496,147,-3,-4,-3,3,4,3,10,7,6,2,0,2,6,4,0,4,6,2,1,3,3,1,4,2,2,9,0.13513513513513514,0.094594595,0.081081081,0.027027027,0,0.027027027,0.081081081,0.054054054,0,0.054054054,0.081081081,0.027027027,0.013513513513513514,0.040540541,0.040540541,0.013513513513513514,0.054054054,0.027027027,0.027027027,0.12162162162162163,7,12,9,21,34,5,4.761538887023924,19,16,14,4,0,5,8,8,0,6,15,2,2,4,9,3,12,4,3,13,0.1292517006802721,0.10884353741496598,0.095238095,0.027210884353741496,0,0.034013605442176874,0.054421769,0.054421769,0,0.040816327,0.10204081632653061,0.013605442176870748,0.013605442176870748,0.027210884353741496,0.061224489795918366,0.020408163,0.081632653,0.027210884353741496,0.020408163,0.088435374,11,22,18,40,63,15,4.881128120422363,6,6,3,2,0,2,4,2,0,2,4,2,1,3,3,0,1,2,2,4,0.12244897959183673,0.12244897959183673,0.061224489795918366,0.040816327,0,0.040816327,0.081632653,0.040816327,0,0.040816327,0.081632653,0.040816327,0.020408163,0.061224489795918366,0.061224489795918366,0,0.020408163,0.040816327,0.040816327,0.081632653,7,7,8,15,19,1,8.428354835510255
508,0,1,0,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,144,-2,3,-2,2,3,2,12,8,7,0,0,1,9,1,2,3,6,4,0,1,4,3,2,0,2,7,0.16666666666666666,0.1111111111111111,0.097222222,0,0,0.013888888888888888,0.125,0.013888888888888888,0.027777777777777776,0.041666666666666664,0.083333333,0.055555556,0,0.013888888888888888,0.055555556,0.041666666666666664,0.027777777777777776,0,0.027777777777777776,0.097222222,3,16,12,28,29,5,5.102288628,20,15,8,3,0,2,14,9,4,6,11,6,3,2,11,6,5,1,2,16,0.1388888888888889,0.10416666666666667,0.055555556,0.020833333333333332,0,0.013888888888888888,0.097222222,0.0625,0.027777777777777776,0.041666666666666664,0.076388889,0.041666666666666664,0.020833333333333332,0.013888888888888888,0.076388889,0.041666666666666664,0.034722222222222224,0.006944444,0.013888888888888888,0.1111111111111111,5,22,21,43,65,11,6.434992409,9,7,4,0,0,0,4,1,2,3,4,4,0,0,2,3,1,0,2,2,0.1875,0.14583333333333334,0.083333333,0,0,0,0.083333333,0.020833333333333332,0.041666666666666664,0.0625,0.083333333,0.083333333,0,0,0.041666666666666664,0.0625,0.020833333333333332,0,0.041666666666666664,0.041666666666666664,2,8,11,19,19,4,9.690065574645995
509,0,1,0,0,0,7.2e-39,38.14266750356873,0,0,0,0,0,0,0,1,0,0,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,192,-3,4,-3,3,4,3,8,3,5,1,1,5,6,11,2,4,4,3,4,5,8,7,5,1,4,9,0.083333333,0.03125,0.052083333333333336,0.010416666666666666,0.010416666666666666,0.052083333333333336,0.0625,0.11458333333333333,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.03125,0.041666666666666664,0.052083333333333336,0.083333333,0.072916667,0.052083333333333336,0.010416666666666666,0.041666666666666664,0.09375,10,11,6,17,40,12,4.706575584,23,13,8,1,3,6,8,18,4,8,9,3,5,6,22,14,16,1,5,19,0.11979166666666667,0.067708333,0.041666666666666664,0.005208333,0.015625,0.03125,0.041666666666666664,0.09375,0.020833333333333332,0.041666666666666664,0.046875,0.015625,0.026041666666666668,0.03125,0.11458333333333333,0.072916667,0.083333333,0.005208333,0.026041666666666668,0.098958333,12,16,16,32,82,30,6.897832298278809,6,1,1,1,1,3,5,8,2,4,3,2,3,3,6,3,5,1,1,5,0.09375,0.015625,0.015625,0.015625,0.015625,0.046875,0.078125,0.125,0.03125,0.0625,0.046875,0.03125,0.046875,0.046875,0.09375,0.046875,0.078125,0.015625,0.015625,0.078125,5,6,3,9,29,8,5.015722846984862
